('family', 'carabidae', 'genus', 'acalathus')
('family', 'carabidae', 'genus', 'calopachys')
('family', 'carabidae', 'genus', 'cosnania')
('family', 'carabidae', 'genus', 'loxandrus')
('family', 'carabidae', 'genus', 'stolonis')
('genus', 'acalathus', 'species', 'acalathus advena')
('genus', 'agonum', 'species', 'agonum ericeti')
('genus', 'agonum', 'species', 'agonum variolatum')
('genus', 'apenes', 'species', 'apenes pallipes')
('genus', 'asaphidion', 'species', 'asaphidion flavipes')
('genus', 'axinopalpus', 'species', 'axinopalpus californicus')
('genus', 'bembidion', 'species', 'bembidion blackburni')
('genus', 'bembidion', 'species', 'bembidion colvillense')
('genus', 'bembidion', 'species', 'bembidion ephippiger')
('genus', 'bembidion', 'species', 'bembidion flavopictum')
('genus', 'bembidion', 'species', 'bembidion marinianum')
('genus', 'bembidion', 'species', 'bembidion politum')
('genus', 'bembidion', 'species', 'bembidion utahense')
('genus', 'bembidion', 'species', 'bembidion vespertinum')
('genus', 'calopachys', 'species', 'calopachys blaptoides')
('genus', 'calosoma', 'species', 'calosoma sponsum')
('genus', 'chlaenius', 'species', 'chlaenius cursor')
('genus', 'clivina', 'species', 'clivina floridae')
('genus', 'cosnania', 'species', 'cosnania lengi')
('genus', 'cosnania', 'species', 'cosnania lioptera')
('genus', 'cosnania', 'species', 'cosnania pensylvanica')
('genus', 'cosnania', 'species', 'cosnania picta')
('genus', 'dicheirus', 'species', 'dicheirus pilosus')
('genus', 'dyschirius', 'species', 'dyschirius filiformis')
('genus', 'dyschirius', 'species', 'dyschirius integer')
('genus', 'elaphropus', 'species', 'elaphropus levipes')
('genus', 'harpalus', 'species', 'harpalus tadorcus')
('genus', 'lionepha', 'species', 'lionepha chintimini')
('genus', 'lionepha', 'species', 'lionepha lindrothellus')
('genus', 'lionepha', 'species', 'lionepha lummi')
('genus', 'loxandrus', 'species', 'loxandrus accelerans')
('genus', 'loxandrus', 'species', 'loxandrus agilis')
('genus', 'loxandrus', 'species', 'loxandrus algidus')
('genus', 'loxandrus', 'species', 'loxandrus brevicollis')
('genus', 'loxandrus', 'species', 'loxandrus celer')
('genus', 'loxandrus', 'species', 'loxandrus cervicalis')
('genus', 'loxandrus', 'species', 'loxandrus cincinnati')
('genus', 'loxandrus', 'species', 'loxandrus circulus')
('genus', 'loxandrus', 'species', 'loxandrus collucens')
('genus', 'loxandrus', 'species', 'loxandrus crenatus')
('genus', 'loxandrus', 'species', 'loxandrus cubanus')
('genus', 'loxandrus', 'species', 'loxandrus duryi')
('genus', 'loxandrus', 'species', 'loxandrus erraticus')
('genus', 'loxandrus', 'species', 'loxandrus extendus')
('genus', 'loxandrus', 'species', 'loxandrus floridanus')
('genus', 'loxandrus', 'species', 'loxandrus gibbus')
('genus', 'loxandrus', 'species', 'loxandrus icarus')
('genus', 'loxandrus', 'species', 'loxandrus infimus')
('genus', 'loxandrus', 'species', 'loxandrus lucens')
('genus', 'loxandrus', 'species', 'loxandrus micans')
('genus', 'loxandrus', 'species', 'loxandrus minor')
('genus', 'loxandrus', 'species', 'loxandrus nitidulus')
('genus', 'loxandrus', 'species', 'loxandrus pactinullus')
('genus', 'loxandrus', 'species', 'loxandrus parallelus')
('genus', 'loxandrus', 'species', 'loxandrus parvulus')
('genus', 'loxandrus', 'species', 'loxandrus piceolus')
('genus', 'loxandrus', 'species', 'loxandrus piciventris')
('genus', 'loxandrus', 'species', 'loxandrus pravitubus')
('genus', 'loxandrus', 'species', 'loxandrus proximus')
('genus', 'loxandrus', 'species', 'loxandrus pusillus')
('genus', 'loxandrus', 'species', 'loxandrus rectangulus')
('genus', 'loxandrus', 'species', 'loxandrus rectus')
('genus', 'loxandrus', 'species', 'loxandrus remotus')
('genus', 'loxandrus', 'species', 'loxandrus robustus')
('genus', 'loxandrus', 'species', 'loxandrus rossi')
('genus', 'loxandrus', 'species', 'loxandrus saccisecundaris')
('genus', 'loxandrus', 'species', 'loxandrus saphyrinus')
('genus', 'loxandrus', 'species', 'loxandrus sculptilis')
('genus', 'loxandrus', 'species', 'loxandrus spinilunatus')
('genus', 'loxandrus', 'species', 'loxandrus straneoi')
('genus', 'loxandrus', 'species', 'loxandrus taeniatus')
('genus', 'loxandrus', 'species', 'loxandrus uniformis')
('genus', 'loxandrus', 'species', 'loxandrus unilobus')
('genus', 'loxandrus', 'species', 'loxandrus velocipes')
('genus', 'loxandrus', 'species', 'loxandrus velox')
('genus', 'loxandrus', 'species', 'loxandrus vulneratus')
('genus', 'oxycrepis', 'species', 'oxycrepis algida')
('genus', 'oxycrepis', 'species', 'oxycrepis celeris')
('genus', 'oxycrepis', 'species', 'oxycrepis circula')
('genus', 'oxycrepis', 'species', 'oxycrepis crenata')
('genus', 'oxycrepis', 'species', 'oxycrepis cubana')
('genus', 'oxycrepis', 'species', 'oxycrepis erratica')
('genus', 'oxycrepis', 'species', 'oxycrepis extenda')
('genus', 'oxycrepis', 'species', 'oxycrepis floridana')
('genus', 'oxycrepis', 'species', 'oxycrepis gibba')
('genus', 'oxycrepis', 'species', 'oxycrepis icara')
('genus', 'oxycrepis', 'species', 'oxycrepis infima')
('genus', 'oxycrepis', 'species', 'oxycrepis nitidula')
('genus', 'oxycrepis', 'species', 'oxycrepis pactinulla')
('genus', 'oxycrepis', 'species', 'oxycrepis parallela')
('genus', 'oxycrepis', 'species', 'oxycrepis piceola')
('genus', 'oxycrepis', 'species', 'oxycrepis pravituba')
('genus', 'oxycrepis', 'species', 'oxycrepis proxima')
('genus', 'oxycrepis', 'species', 'oxycrepis pusilla')
('genus', 'oxycrepis', 'species', 'oxycrepis recta')
('genus', 'oxycrepis', 'species', 'oxycrepis rectangula')
('genus', 'oxycrepis', 'species', 'oxycrepis remota')
('genus', 'oxycrepis', 'species', 'oxycrepis robusta')
('genus', 'oxycrepis', 'species', 'oxycrepis saphyrina')
('genus', 'oxycrepis', 'species', 'oxycrepis spinilunata')
('genus', 'oxycrepis', 'species', 'oxycrepis taeniata')
('genus', 'oxycrepis', 'species', 'oxycrepis uniloba')
('genus', 'oxycrepis', 'species', 'oxycrepis vulnerata')
('genus', 'pelmatellus', 'species', 'pelmatellus obtusa')
('genus', 'pseudanophthalmus', 'species', 'pseudanophthalmus brevis')
('genus', 'pseudanophthalmus', 'species', 'pseudanophthalmus elevatus')
('genus', 'pseudomorpha', 'species', 'pseudomorpha ruficollis')
('genus', 'pterostichus', 'species', 'pterostichus biocryus')
('genus', 'pterostichus', 'species', 'pterostichus breviusculus')
('genus', 'pterostichus', 'species', 'pterostichus bryantoides')
('genus', 'pterostichus', 'species', 'pterostichus cacumensis')
('genus', 'pterostichus', 'species', 'pterostichus sejungendus')
('genus', 'pterostichus', 'species', 'pterostichus tiliaceoradix')
('genus', 'scarites', 'species', 'scarites patruelis')
('genus', 'scarites', 'species', 'scarites texanus')
('genus', 'selenophorus', 'species', 'selenophorus adjunctus')
('genus', 'selenophorus', 'species', 'selenophorus cupreolus')
('genus', 'selenophorus', 'species', 'selenophorus discoderoides')
('genus', 'selenophorus', 'species', 'selenophorus elongatus')
('genus', 'selenophorus', 'species', 'selenophorus famulus')
('genus', 'selenophorus', 'species', 'selenophorus implicans')
('genus', 'selenophorus', 'species', 'selenophorus laesus')
('genus', 'selenophorus', 'species', 'selenophorus municeps')
('genus', 'selenophorus', 'species', 'selenophorus nanulus')
('genus', 'selenophorus', 'species', 'selenophorus otiosus')
('genus', 'selenophorus', 'species', 'selenophorus riparius')
('genus', 'selenophorus', 'species', 'selenophorus scolopaceus')
('genus', 'selenophorus', 'species', 'selenophorus subtropicus')
('genus', 'stolonis', 'species', 'stolonis intercepta')
('genus', 'tachys', 'species', 'tachys austinicus')
('genus', 'tachys', 'species', 'tachys fasciatus')
('genus', 'tachys', 'species', 'tachys potomacus')
('genus', 'trechus', 'species', 'trechus pisgahensis')
('genus', 'trichotichnus', 'species', 'trichotichnus fulgens')
('order', 'coleoptera', 'family', 'elateridae')
('species', 'agonum ericeti', 'subspecies', 'agonum ericeti quinquepunctatum')
('species', 'agra oblongopunctata', 'subspecies', 'agra oblongopunctata oblongopunctata')
('species', 'amara californica', 'subspecies', 'amara californica californica')
('species', 'amara californica', 'subspecies', 'amara californica costaricensis')
('species', 'amara quenseli', 'subspecies', 'amara quenseli quenseli')
('species', 'amara rectangula', 'subspecies', 'amara rectangula ciudadensis')
('species', 'amara rectangula', 'subspecies', 'amara rectangula rectangula')
('species', 'ameroduvalius jeanneli', 'subspecies', 'ameroduvalius jeanneli jeanneli')
('species', 'ameroduvalius jeanneli', 'subspecies', 'ameroduvalius jeanneli rockcastlei')
('species', 'apenes lucidula', 'subspecies', 'apenes lucidula lucidula')
('species', 'apenes parallela', 'subspecies', 'apenes parallela parallela')
('species', 'asaphidion curtum', 'subspecies', 'asaphidion curtum curtum')
('species', 'badister flavipes', 'subspecies', 'badister flavipes flavipes')
('species', 'bembidion femoratum', 'subspecies', 'bembidion femoratum femoratum')
('species', 'bembidion gebleri', 'subspecies', 'bembidion gebleri gebleri')
('species', 'bembidion gebleri', 'subspecies', 'bembidion gebleri turbatum')
('species', 'bembidion levettei', 'subspecies', 'bembidion levettei carrianum')
('species', 'bembidion levettei', 'subspecies', 'bembidion levettei levettei')
('species', 'bembidion mckinleyi', 'subspecies', 'bembidion mckinleyi carneum')
('species', 'bembidion mckinleyi', 'subspecies', 'bembidion mckinleyi mckinleyi')
('species', 'bembidion niloticum', 'subspecies', 'bembidion niloticum niloticum')
('species', 'bembidion obscurellum', 'subspecies', 'bembidion obscurellum obscurellum')
('species', 'bembidion petrosum', 'subspecies', 'bembidion petrosum attuense')
('species', 'bembidion petrosum', 'subspecies', 'bembidion petrosum petrosum')
('species', 'bembidion poppii', 'subspecies', 'bembidion poppii eugenes')
('species', 'bembidion poppii', 'subspecies', 'bembidion poppii pohlai')
('species', 'bembidion poppii', 'subspecies', 'bembidion poppii poppii')
('species', 'bembidion poppii', 'subspecies', 'bembidion poppii schalleri')
('species', 'bembidion quadrimaculatum', 'subspecies', 'bembidion quadrimaculatum dubitans')
('species', 'bembidion quadrimaculatum', 'subspecies', 'bembidion quadrimaculatum oppositum')
('species', 'bembidion quadrimaculatum', 'subspecies', 'bembidion quadrimaculatum quadrimaculatum')
('species', 'bembidion rusticum', 'subspecies', 'bembidion rusticum lenensoides')
('species', 'bembidion rusticum', 'subspecies', 'bembidion rusticum rusticum')
('species', 'bembidion sejunctum', 'subspecies', 'bembidion sejunctum sejunctum')
('species', 'bembidion sejunctum', 'subspecies', 'bembidion sejunctum semiaureum')
('species', 'bembidion sulcipenne', 'subspecies', 'bembidion sulcipenne hyperboroides')
('species', 'bembidion sulcipenne', 'subspecies', 'bembidion sulcipenne prasinoides')
('species', 'bembidion sulcipenne', 'subspecies', 'bembidion sulcipenne sulcipenne')
('species', 'bembidion tetracolum', 'subspecies', 'bembidion tetracolum tetracolum')
('species', 'bembidion transparens', 'subspecies', 'bembidion transparens transparens')
('species', 'blemus discus', 'subspecies', 'blemus discus discus')
('species', 'blethisa multipunctata', 'subspecies', 'blethisa multipunctata aurata')
('species', 'blethisa multipunctata', 'subspecies', 'blethisa multipunctata multipunctata')
('species', 'calathus melanocephalus', 'subspecies', 'calathus melanocephalus melanocephalus')
('species', 'calathus ruficollis', 'subspecies', 'calathus ruficollis grandicollis')
('species', 'calathus ruficollis', 'subspecies', 'calathus ruficollis ignicollis')
('species', 'calathus ruficollis', 'subspecies', 'calathus ruficollis ruficollis')
('species', 'calosoma blaptoides', 'subspecies', 'calosoma blaptoides blaptoides')
('species', 'calosoma haydeni', 'subspecies', 'calosoma haydeni haydeni')
('species', 'calosoma haydeni', 'subspecies', 'calosoma haydeni punctulicolle')
('species', 'carabus auratus', 'subspecies', 'carabus auratus auratus')
('species', 'carabus blaptoides', 'subspecies', 'carabus blaptoides blaptoides')
('species', 'carabus blaptoides', 'subspecies', 'carabus blaptoides rugipennis')
('species', 'carabus forreri', 'subspecies', 'carabus forreri forreri')
('species', 'carabus forreri', 'subspecies', 'carabus forreri willi')
('species', 'carabus granulatus', 'subspecies', 'carabus granulatus granulatus')
('species', 'carabus maeander', 'subspecies', 'carabus maeander maeander')
('species', 'carabus nemoralis', 'subspecies', 'carabus nemoralis nemoralis')
('species', 'carabus taedatus', 'subspecies', 'carabus taedatus agassii')
('species', 'carabus taedatus', 'subspecies', 'carabus taedatus bicanaliceps')
('species', 'carabus taedatus', 'subspecies', 'carabus taedatus rainieri')
('species', 'carabus taedatus', 'subspecies', 'carabus taedatus taedatus')
('species', 'carabus truncaticollis', 'subspecies', 'carabus truncaticollis truncaticollis')
('species', 'carabus vietinghoffii', 'subspecies', 'carabus vietinghoffii vietinghoffii')
('species', 'chlaenius leucoscelis', 'subspecies', 'chlaenius leucoscelis leucoscelis')
('species', 'chlaenius leucoscelis', 'subspecies', 'chlaenius leucoscelis monachus')
('species', 'chlaenius leucoscelis', 'subspecies', 'chlaenius leucoscelis sanantonialis')
('species', 'chlaenius leucoscelis', 'subspecies', 'chlaenius leucoscelis sonomae')
('species', 'chlaenius pennsylvanicus', 'subspecies', 'chlaenius pennsylvanicus blanditus')
('species', 'chlaenius pennsylvanicus', 'subspecies', 'chlaenius pennsylvanicus pennsylvanicus')
('species', 'chlaenius tricolor', 'subspecies', 'chlaenius tricolor tricolor')
('species', 'chlaenius tricolor', 'subspecies', 'chlaenius tricolor vigilans')
('species', 'cicindela amargosae', 'subspecies', 'cicindela amargosae amargosae')
('species', 'cicindela amargosae', 'subspecies', 'cicindela amargosae nyensis')
('species', 'cicindela bellissima', 'subspecies', 'cicindela bellissima bellissima')
('species', 'cicindela bellissima', 'subspecies', 'cicindela bellissima frechini')
('species', 'cicindela decemnotata', 'subspecies', 'cicindela decemnotata bonnevillensis')
('species', 'cicindela decemnotata', 'subspecies', 'cicindela decemnotata decemnotata')
('species', 'cicindela decemnotata', 'subspecies', 'cicindela decemnotata meriwetheri')
('species', 'cicindela decemnotata', 'subspecies', 'cicindela decemnotata montevolans')
('species', 'cicindela depressula', 'subspecies', 'cicindela depressula depressula')
('species', 'cicindela depressula', 'subspecies', 'cicindela depressula eureka')
('species', 'cicindela formosa', 'subspecies', 'cicindela formosa formosa')
('species', 'cicindela formosa', 'subspecies', 'cicindela formosa generosa')
('species', 'cicindela formosa', 'subspecies', 'cicindela formosa gibsoni')
('species', 'cicindela formosa', 'subspecies', 'cicindela formosa pigmentosignata')
