('class', 'insecta', 'order', 'coleoptera')
('family', 'carabidae', 'genus', 'abaris')
('family', 'carabidae', 'genus', 'abax')
('family', 'carabidae', 'genus', 'acalathus')
('family', 'carabidae', 'genus', 'acupalpus')
('family', 'carabidae', 'genus', 'agonoleptus')
('family', 'carabidae', 'genus', 'agonum')
('family', 'carabidae', 'genus', 'agra')
('family', 'carabidae', 'genus', 'akephorus')
('family', 'carabidae', 'genus', 'amara')
('family', 'carabidae', 'genus', 'amblycheila')
('family', 'carabidae', 'genus', 'amblygnathus')
('family', 'carabidae', 'genus', 'amerinus')
('family', 'carabidae', 'genus', 'amerizus')
('family', 'carabidae', 'genus', 'ameroduvalius')
('family', 'carabidae', 'genus', 'amphasia')
('family', 'carabidae', 'genus', 'anatrichis')
('family', 'carabidae', 'genus', 'anaulacus')
('family', 'carabidae', 'genus', 'anchomenus')
('family', 'carabidae', 'genus', 'anchonoderus')
('family', 'carabidae', 'genus', 'anillaspis')
('family', 'carabidae', 'genus', 'anillinus')
('family', 'carabidae', 'genus', 'anillodes')
('family', 'carabidae', 'genus', 'anisodactylus')
('family', 'carabidae', 'genus', 'antarctonomus')
('family', 'carabidae', 'genus', 'anthia')
('family', 'carabidae', 'genus', 'antilliscaris')
('family', 'carabidae', 'genus', 'apenes')
('family', 'carabidae', 'genus', 'apristus')
('family', 'carabidae', 'genus', 'ardistomis')
('family', 'carabidae', 'genus', 'asaphidion')
('family', 'carabidae', 'genus', 'aspidoglossa')
('family', 'carabidae', 'genus', 'athrostictus')
('family', 'carabidae', 'genus', 'atranus')
('family', 'carabidae', 'genus', 'axinopalpus')
('family', 'carabidae', 'genus', 'aztecarpalus')
('family', 'carabidae', 'genus', 'badister')
('family', 'carabidae', 'genus', 'barylaus')
('family', 'carabidae', 'genus', 'bembidion')
('family', 'carabidae', 'genus', 'blackburnia')
('family', 'carabidae', 'genus', 'blemus')
('family', 'carabidae', 'genus', 'blethisa')
('family', 'carabidae', 'genus', 'brachinus')
('family', 'carabidae', 'genus', 'bradycellus')
('family', 'carabidae', 'genus', 'brasiella')
('family', 'carabidae', 'genus', 'broscodera')
('family', 'carabidae', 'genus', 'broscus')
('family', 'carabidae', 'genus', 'caelostomus')
('family', 'carabidae', 'genus', 'calathus')
('family', 'carabidae', 'genus', 'calleida')
('family', 'carabidae', 'genus', 'calopachys')
('family', 'carabidae', 'genus', 'calosoma')
('family', 'carabidae', 'genus', 'calybe')
('family', 'carabidae', 'genus', 'carabus')
('family', 'carabidae', 'genus', 'chlaenius')
('family', 'carabidae', 'genus', 'cicindela')
('family', 'carabidae', 'genus', 'cillenus')
('family', 'carabidae', 'genus', 'clivina')
('family', 'carabidae', 'genus', 'colliuris')
('family', 'carabidae', 'genus', 'colpodes')
('family', 'carabidae', 'genus', 'coptocarpus')
('family', 'carabidae', 'genus', 'coptodera')
('family', 'carabidae', 'genus', 'cosnania')
('family', 'carabidae', 'genus', 'craspedonotus')
('family', 'carabidae', 'genus', 'cratacanthus')
('family', 'carabidae', 'genus', 'cychrus')
('family', 'carabidae', 'genus', 'cyclotrachelus')
('family', 'carabidae', 'genus', 'cylindera')
('family', 'carabidae', 'genus', 'cylindronotum')
('family', 'carabidae', 'genus', 'cymindis')
('family', 'carabidae', 'genus', 'darlingtonea')
('family', 'carabidae', 'genus', 'dercylinus')
('family', 'carabidae', 'genus', 'diacheila')
('family', 'carabidae', 'genus', 'dicaelus')
('family', 'carabidae', 'genus', 'dicheirotrichus')
('family', 'carabidae', 'genus', 'dicheirus')
('family', 'carabidae', 'genus', 'diplochaetus')
('family', 'carabidae', 'genus', 'diplocheila')
('family', 'carabidae', 'genus', 'diplous')
('family', 'carabidae', 'genus', 'discoderus')
('family', 'carabidae', 'genus', 'dromius')
('family', 'carabidae', 'genus', 'dromochorus')
('family', 'carabidae', 'genus', 'drypta')
('family', 'carabidae', 'genus', 'dyschirius')
('family', 'carabidae', 'genus', 'elaphropus')
('family', 'carabidae', 'genus', 'elaphrus')
('family', 'carabidae', 'genus', 'ellipsoptera')
('family', 'carabidae', 'genus', 'elliptoleus')
('family', 'carabidae', 'genus', 'endynomena')
('family', 'carabidae', 'genus', 'eucaerus')
('family', 'carabidae', 'genus', 'eucamaragnathus')
('family', 'carabidae', 'genus', 'eucheila')
('family', 'carabidae', 'genus', 'eunota')
('family', 'carabidae', 'genus', 'euphorticus')
('family', 'carabidae', 'genus', 'euproctinus')
('family', 'carabidae', 'genus', 'euryderus')
('family', 'carabidae', 'genus', 'evolenes')
('family', 'carabidae', 'genus', 'galerita')
('family', 'carabidae', 'genus', 'gastrellarius')
('family', 'carabidae', 'genus', 'gehringia')
('family', 'carabidae', 'genus', 'geopinus')
('family', 'carabidae', 'genus', 'gnathaphanus')
('family', 'carabidae', 'genus', 'gnatholymnaeum')
('family', 'carabidae', 'genus', 'goniotropis')
('family', 'carabidae', 'genus', 'gynandropus')
('family', 'carabidae', 'genus', 'habroscelimorpha')
('family', 'carabidae', 'genus', 'halocoryza')
('family', 'carabidae', 'genus', 'harpalobrachys')
('family', 'carabidae', 'genus', 'harpalus')
('family', 'carabidae', 'genus', 'hartonymus')
('family', 'carabidae', 'genus', 'helluomorphoides')
('family', 'carabidae', 'genus', 'horologion')
('family', 'carabidae', 'genus', 'hyboptera')
('family', 'carabidae', 'genus', 'hybothecus')
('family', 'carabidae', 'genus', 'infernophilus')
('family', 'carabidae', 'genus', 'lachnocrepis')
('family', 'carabidae', 'genus', 'lachnophorus')
('family', 'carabidae', 'genus', 'laemostenus')
('family', 'carabidae', 'genus', 'lebia')
('family', 'carabidae', 'genus', 'leistus')
('family', 'carabidae', 'genus', 'leptotrachelus')
('family', 'carabidae', 'genus', 'licinus')
('family', 'carabidae', 'genus', 'lionepha')
('family', 'carabidae', 'genus', 'lophoglossus')
('family', 'carabidae', 'genus', 'loricera')
('family', 'carabidae', 'genus', 'loxandrus')
('family', 'carabidae', 'genus', 'lymnastis')
('family', 'carabidae', 'genus', 'masoreus')
('family', 'carabidae', 'genus', 'mecyclothorax')
('family', 'carabidae', 'genus', 'megacephala')
('family', 'carabidae', 'genus', 'metacolpodes')
('family', 'carabidae', 'genus', 'metrius')
('family', 'carabidae', 'genus', 'mexisphodrus')
('family', 'carabidae', 'genus', 'micratopus')
('family', 'carabidae', 'genus', 'micrixys')
('family', 'carabidae', 'genus', 'microlestes')
('family', 'carabidae', 'genus', 'microthylax')
('family', 'carabidae', 'genus', 'mioptachys')
('family', 'carabidae', 'genus', 'miscodera')
('family', 'carabidae', 'genus', 'mochtherus')
('family', 'carabidae', 'genus', 'morion')
('family', 'carabidae', 'genus', 'myas')
('family', 'carabidae', 'genus', 'neaphaenops')
('family', 'carabidae', 'genus', 'nebria')
('family', 'carabidae', 'genus', 'nelsonites')
('family', 'carabidae', 'genus', 'nemotarsus')
('family', 'carabidae', 'genus', 'nippononebria')
('family', 'carabidae', 'genus', 'nomius')
('family', 'carabidae', 'genus', 'notiobia')
('family', 'carabidae', 'genus', 'notiophilus')
('family', 'carabidae', 'genus', 'olisthopus')
('family', 'carabidae', 'genus', 'omophron')
('family', 'carabidae', 'genus', 'omus')
('family', 'carabidae', 'genus', 'onota')
('family', 'carabidae', 'genus', 'oodes')
('family', 'carabidae', 'genus', 'oodinus')
('family', 'carabidae', 'genus', 'oopterus')
('family', 'carabidae', 'genus', 'ophonus')
('family', 'carabidae', 'genus', 'opilidia')
('family', 'carabidae', 'genus', 'opisthius')
('family', 'carabidae', 'genus', 'oxycrepis')
('family', 'carabidae', 'genus', 'oxydrepanus')
('family', 'carabidae', 'genus', 'oxypselaphus')
('family', 'carabidae', 'genus', 'ozaena')
('family', 'carabidae', 'genus', 'pachyteles')
('family', 'carabidae', 'genus', 'panagaeus')
('family', 'carabidae', 'genus', 'paraclivina')
('family', 'carabidae', 'genus', 'paranchus')
('family', 'carabidae', 'genus', 'paraulacoryssus')
('family', 'carabidae', 'genus', 'pasimachus')
('family', 'carabidae', 'genus', 'patrobus')
('family', 'carabidae', 'genus', 'pelmatellus')
('family', 'carabidae', 'genus', 'pelophila')
('family', 'carabidae', 'genus', 'pentagonica')
('family', 'carabidae', 'genus', 'pericompsus')
('family', 'carabidae', 'genus', 'perigona')
('family', 'carabidae', 'genus', 'perileptus')
('family', 'carabidae', 'genus', 'philodes')
('family', 'carabidae', 'genus', 'philophuga')
('family', 'carabidae', 'genus', 'philorhizus')
('family', 'carabidae', 'genus', 'phloeoxena')
('family', 'carabidae', 'genus', 'phrypeus')
('family', 'carabidae', 'genus', 'physea')
('family', 'carabidae', 'genus', 'piesmus')
('family', 'carabidae', 'genus', 'piosoma')
('family', 'carabidae', 'genus', 'platidiolus')
('family', 'carabidae', 'genus', 'platynus')
('family', 'carabidae', 'genus', 'platypatrobus')
('family', 'carabidae', 'genus', 'plochionus')
('family', 'carabidae', 'genus', 'poecilus')
('family', 'carabidae', 'genus', 'pogonistes')
('family', 'carabidae', 'genus', 'pogonodaptus')
('family', 'carabidae', 'genus', 'pogonus')
('family', 'carabidae', 'genus', 'polpochila')
('family', 'carabidae', 'genus', 'polyderis')
('family', 'carabidae', 'genus', 'porotachys')
('family', 'carabidae', 'genus', 'promecognathus')
('family', 'carabidae', 'genus', 'pseudabarys')
('family', 'carabidae', 'genus', 'pseudamara')
('family', 'carabidae', 'genus', 'pseudanophthalmus')
('family', 'carabidae', 'genus', 'pseudaptinus')
('family', 'carabidae', 'genus', 'pseudomorpha')
('family', 'carabidae', 'genus', 'psydrus')
('family', 'carabidae', 'genus', 'pterostichus')
('family', 'carabidae', 'genus', 'rhadine')
('family', 'carabidae', 'genus', 'scaphinotus')
('family', 'carabidae', 'genus', 'scarites')
('family', 'carabidae', 'genus', 'schizogenius')
('family', 'carabidae', 'genus', 'selenophorus')
('family', 'carabidae', 'genus', 'semiardistomis')
('family', 'carabidae', 'genus', 'sericoda')
('family', 'carabidae', 'genus', 'serranillus')
('family', 'carabidae', 'genus', 'siagona')
('family', 'carabidae', 'genus', 'somotrichus')
('family', 'carabidae', 'genus', 'sphaeroderus')
('family', 'carabidae', 'genus', 'stenocrepis')
('family', 'carabidae', 'genus', 'stenolophus')
('family', 'carabidae', 'genus', 'stenomorphus')
('family', 'carabidae', 'genus', 'stereocerus')
('family', 'carabidae', 'genus', 'stolonis')
('family', 'carabidae', 'genus', 'stomis')
('family', 'carabidae', 'genus', 'stylulus')
('family', 'carabidae', 'genus', 'syntomus')
('family', 'carabidae', 'genus', 'synuchus')
('family', 'carabidae', 'genus', 'tachys')
('family', 'carabidae', 'genus', 'tachyta')
('family', 'carabidae', 'genus', 'tanystoma')
('family', 'carabidae', 'genus', 'tecnophilus')
('family', 'carabidae', 'genus', 'tefflus')
('family', 'carabidae', 'genus', 'tetracha')
('family', 'carabidae', 'genus', 'tetragonoderus')
('family', 'carabidae', 'genus', 'tetraleucus')
('family', 'carabidae', 'genus', 'thalassotrechus')
('family', 'carabidae', 'genus', 'trechoblemus')
('family', 'carabidae', 'genus', 'trechus')
('family', 'carabidae', 'genus', 'trichotichnus')
('family', 'carabidae', 'genus', 'typhlonesiotes')
('family', 'carabidae', 'genus', 'typhloscaris')
('family', 'carabidae', 'genus', 'xenotrechus')
('family', 'carabidae', 'genus', 'xestonotus')
('family', 'carabidae', 'genus', 'zacotus')
('family', 'carabidae', 'genus', 'zuphium')
('family', 'meloidae', 'genus', 'lytta')
('family', 'rhysodidae', 'genus', 'clinidium')
('family', 'trachypachidae', 'genus', 'trachypachus')
('genus', 'abaris', 'species', 'abaris splendidula')
('genus', 'abax', 'species', 'abax parallelepipedus')
('genus', 'acalathus', 'species', 'acalathus advena')
('genus', 'acupalpus', 'species', 'acupalpus canadensis')
('genus', 'acupalpus', 'species', 'acupalpus carus')
('genus', 'acupalpus', 'species', 'acupalpus hydropicus')
('genus', 'acupalpus', 'species', 'acupalpus indistinctus')
('genus', 'acupalpus', 'species', 'acupalpus meridianus')
('genus', 'acupalpus', 'species', 'acupalpus nanellus')
('genus', 'acupalpus', 'species', 'acupalpus partiarius')
('genus', 'acupalpus', 'species', 'acupalpus pauperculus')
('genus', 'acupalpus', 'species', 'acupalpus pumilus')
('genus', 'acupalpus', 'species', 'acupalpus punctulatus')
('genus', 'acupalpus', 'species', 'acupalpus tener')
('genus', 'acupalpus', 'species', 'acupalpus testaceus')
('genus', 'agonoleptus', 'species', 'agonoleptus conjunctus')
('genus', 'agonoleptus', 'species', 'agonoleptus dolosus')
('genus', 'agonoleptus', 'species', 'agonoleptus parviceps')
('genus', 'agonoleptus', 'species', 'agonoleptus rotundatus')
('genus', 'agonoleptus', 'species', 'agonoleptus rotundicollis')
('genus', 'agonoleptus', 'species', 'agonoleptus thoracicus')
('genus', 'agonoleptus', 'species', 'agonoleptus unicolor')
('genus', 'agonum', 'species', 'agonum aeruginosum')
('genus', 'agonum', 'species', 'agonum affine')
('genus', 'agonum', 'species', 'agonum albicrus')
('genus', 'agonum', 'species', 'agonum anchomenoides')
('genus', 'agonum', 'species', 'agonum anthracinum')
('genus', 'agonum', 'species', 'agonum basale')
('genus', 'agonum', 'species', 'agonum belleri')
('genus', 'agonum', 'species', 'agonum bicolor')
('genus', 'agonum', 'species', 'agonum brevicolle')
('genus', 'agonum', 'species', 'agonum canadense')
('genus', 'agonum', 'species', 'agonum collare')
('genus', 'agonum', 'species', 'agonum consimile')
('genus', 'agonum', 'species', 'agonum corvus')
('genus', 'agonum', 'species', 'agonum crenistriatum')
('genus', 'agonum', 'species', 'agonum crenulatum')
('genus', 'agonum', 'species', 'agonum cupreum')
('genus', 'agonum', 'species', 'agonum cupripenne')
('genus', 'agonum', 'species', 'agonum curtipenne')
('genus', 'agonum', 'species', 'agonum cyanopis')
('genus', 'agonum', 'species', 'agonum cyclifer')
('genus', 'agonum', 'species', 'agonum darlingtoni')
('genus', 'agonum', 'species', 'agonum deceptivum')
('genus', 'agonum', 'species', 'agonum decorum')
('genus', 'agonum', 'species', 'agonum deplanatum')
('genus', 'agonum', 'species', 'agonum elongatulum')
('genus', 'agonum', 'species', 'agonum ericeti')
('genus', 'agonum', 'species', 'agonum errans')
('genus', 'agonum', 'species', 'agonum exaratum')
('genus', 'agonum', 'species', 'agonum excavatum')
('genus', 'agonum', 'species', 'agonum extensicolle')
('genus', 'agonum', 'species', 'agonum extimum')
('genus', 'agonum', 'species', 'agonum ferreum')
('genus', 'agonum', 'species', 'agonum ferruginosum')
('genus', 'agonum', 'species', 'agonum fidele')
('genus', 'agonum', 'species', 'agonum fossiger')
('genus', 'agonum', 'species', 'agonum galvestonicum')
('genus', 'agonum', 'species', 'agonum gratiosum')
('genus', 'agonum', 'species', 'agonum harrisii')
('genus', 'agonum', 'species', 'agonum imitans')
('genus', 'agonum', 'species', 'agonum limbatum')
('genus', 'agonum', 'species', 'agonum lutulentum')
('genus', 'agonum', 'species', 'agonum melanarium')
('genus', 'agonum', 'species', 'agonum metallescens')
('genus', 'agonum', 'species', 'agonum moerens')
('genus', 'agonum', 'species', 'agonum muelleri')
('genus', 'agonum', 'species', 'agonum muiri')
('genus', 'agonum', 'species', 'agonum mutatum')
('genus', 'agonum', 'species', 'agonum nigriceps')
('genus', 'agonum', 'species', 'agonum nutans')
('genus', 'agonum', 'species', 'agonum octopunctatum')
('genus', 'agonum', 'species', 'agonum pacificum')
('genus', 'agonum', 'species', 'agonum pallipes')
('genus', 'agonum', 'species', 'agonum palustre')
('genus', 'agonum', 'species', 'agonum parextimum')
('genus', 'agonum', 'species', 'agonum patinale')
('genus', 'agonum', 'species', 'agonum piceolum')
('genus', 'agonum', 'species', 'agonum picicornoides')
('genus', 'agonum', 'species', 'agonum placidum')
('genus', 'agonum', 'species', 'agonum propinquum')
('genus', 'agonum', 'species', 'agonum punctiforme')
('genus', 'agonum', 'species', 'agonum quadrimaculatum')
('genus', 'agonum', 'species', 'agonum quinquepunctatum')
('genus', 'agonum', 'species', 'agonum retractum')
('genus', 'agonum', 'species', 'agonum rigidulum')
('genus', 'agonum', 'species', 'agonum rufipes')
('genus', 'agonum', 'species', 'agonum scutiferum')
('genus', 'agonum', 'species', 'agonum simile')
('genus', 'agonum', 'species', 'agonum sordens')
('genus', 'agonum', 'species', 'agonum striatopunctatum')
('genus', 'agonum', 'species', 'agonum sulcipenne')
('genus', 'agonum', 'species', 'agonum superioris')
('genus', 'agonum', 'species', 'agonum suturale')
('genus', 'agonum', 'species', 'agonum tenue')
('genus', 'agonum', 'species', 'agonum texanum')
('genus', 'agonum', 'species', 'agonum thoreyi')
('genus', 'agonum', 'species', 'agonum trigeminum')
('genus', 'agonum', 'species', 'agonum variolatum')
('genus', 'agra', 'species', 'agra anthrax')
('genus', 'agra', 'species', 'agra cadabra')
('genus', 'agra', 'species', 'agra calamitas')
('genus', 'agra', 'species', 'agra chocha')
('genus', 'agra', 'species', 'agra imaginis')
('genus', 'agra', 'species', 'agra inca')
('genus', 'agra', 'species', 'agra itatiaya')
('genus', 'agra', 'species', 'agra nola')
('genus', 'agra', 'species', 'agra oblongopunctata')
('genus', 'agra', 'species', 'agra ocellata')
('genus', 'agra', 'species', 'agra ohausi')
('genus', 'agra', 'species', 'agra phainops')
('genus', 'agra', 'species', 'agra vate')
('genus', 'agra', 'species', 'agra virgata')
('genus', 'akephorus', 'species', 'akephorus marinus')
('genus', 'akephorus', 'species', 'akephorus obesus')
('genus', 'amara', 'species', 'amara aenea')
('genus', 'amara', 'species', 'amara aeneopolita')
('genus', 'amara', 'species', 'amara alpina')
('genus', 'amara', 'species', 'amara angustata')
('genus', 'amara', 'species', 'amara angustatoides')
('genus', 'amara', 'species', 'amara anthobia')
('genus', 'amara', 'species', 'amara apachensis')
('genus', 'amara', 'species', 'amara apricaria')
('genus', 'amara', 'species', 'amara aulica')
('genus', 'amara', 'species', 'amara aurata')
('genus', 'amara', 'species', 'amara avida')
('genus', 'amara', 'species', 'amara basillaris')
('genus', 'amara', 'species', 'amara belfragei')
('genus', 'amara', 'species', 'amara bifrons')
('genus', 'amara', 'species', 'amara blanchardi')
('genus', 'amara', 'species', 'amara bokori')
('genus', 'amara', 'species', 'amara bradytonota')
('genus', 'amara', 'species', 'amara browni')
('genus', 'amara', 'species', 'amara brunnea')
('genus', 'amara', 'species', 'amara californica')
('genus', 'amara', 'species', 'amara carinata')
('genus', 'amara', 'species', 'amara chalcea')
('genus', 'amara', 'species', 'amara coelebs')
('genus', 'amara', 'species', 'amara colvillensis')
('genus', 'amara', 'species', 'amara communis')
('genus', 'amara', 'species', 'amara conflata')
('genus', 'amara', 'species', 'amara confusa')
('genus', 'amara', 'species', 'amara convexa')
('genus', 'amara', 'species', 'amara convexiuscula')
('genus', 'amara', 'species', 'amara crassipina')
('genus', 'amara', 'species', 'amara crassispina')
('genus', 'amara', 'species', 'amara cupreolata')
('genus', 'amara', 'species', 'amara daurica')
('genus', 'amara', 'species', 'amara deparca')
('genus', 'amara', 'species', 'amara discors')
('genus', 'amara', 'species', 'amara ellipsis')
('genus', 'amara', 'species', 'amara emancipata')
('genus', 'amara', 'species', 'amara erratica')
('genus', 'amara', 'species', 'amara eurynota')
('genus', 'amara', 'species', 'amara exarata')
('genus', 'amara', 'species', 'amara exlineae')
('genus', 'amara', 'species', 'amara externefoveata')
('genus', 'amara', 'species', 'amara familiaris')
('genus', 'amara', 'species', 'amara farcta')
('genus', 'amara', 'species', 'amara flebilis')
('genus', 'amara', 'species', 'amara fortis')
('genus', 'amara', 'species', 'amara fulva')
('genus', 'amara', 'species', 'amara gibba')
('genus', 'amara', 'species', 'amara glacialis')
('genus', 'amara', 'species', 'amara harpalina')
('genus', 'amara', 'species', 'amara harpalonota')
('genus', 'amara', 'species', 'amara haywardi')
('genus', 'amara', 'species', 'amara hicksi')
('genus', 'amara', 'species', 'amara hyperborea')
('genus', 'amara', 'species', 'amara idahoana')
('genus', 'amara', 'species', 'amara impuncticollis')
('genus', 'amara', 'species', 'amara inexspectata')
('genus', 'amara', 'species', 'amara insignis')
('genus', 'amara', 'species', 'amara insularis')
('genus', 'amara', 'species', 'amara interstitialis')
('genus', 'amara', 'species', 'amara jacobina')
('genus', 'amara', 'species', 'amara kavanaughi')
('genus', 'amara', 'species', 'amara kurnakowi')
('genus', 'amara', 'species', 'amara lacustris')
('genus', 'amara', 'species', 'amara laevipennis')
('genus', 'amara', 'species', 'amara latior')
('genus', 'amara', 'species', 'amara lindrothi')
('genus', 'amara', 'species', 'amara littoralis')
('genus', 'amara', 'species', 'amara longula')
('genus', 'amara', 'species', 'amara lugens')
('genus', 'amara', 'species', 'amara lugubris')
('genus', 'amara', 'species', 'amara lunicollis')
('genus', 'amara', 'species', 'amara merula')
('genus', 'amara', 'species', 'amara musculis')
('genus', 'amara', 'species', 'amara neomexicana')
('genus', 'amara', 'species', 'amara neoscotica')
('genus', 'amara', 'species', 'amara nexa')
('genus', 'amara', 'species', 'amara obesa')
('genus', 'amara', 'species', 'amara occidentalis')
('genus', 'amara', 'species', 'amara otiosa')
('genus', 'amara', 'species', 'amara ovata')
('genus', 'amara', 'species', 'amara pallipes')
('genus', 'amara', 'species', 'amara patruelis')
('genus', 'amara', 'species', 'amara pennsylvanica')
('genus', 'amara', 'species', 'amara pomona')
('genus', 'amara', 'species', 'amara pseudobrunnea')
('genus', 'amara', 'species', 'amara pterostichina')
('genus', 'amara', 'species', 'amara quenseli')
('genus', 'amara', 'species', 'amara rectangula')
('genus', 'amara', 'species', 'amara rubrica')
('genus', 'amara', 'species', 'amara rugulifera')
('genus', 'amara', 'species', 'amara sanjuanensis')
('genus', 'amara', 'species', 'amara schwarzi')
('genus', 'amara', 'species', 'amara scitula')
('genus', 'amara', 'species', 'amara sera')
('genus', 'amara', 'species', 'amara sinuosa')
('genus', 'amara', 'species', 'amara sodalicia')
('genus', 'amara', 'species', 'amara spuria')
('genus', 'amara', 'species', 'amara tenax')
('genus', 'amara', 'species', 'amara tenebrionella')
('genus', 'amara', 'species', 'amara texana')
('genus', 'amara', 'species', 'amara thoracica')
('genus', 'amara', 'species', 'amara torrida')
('genus', 'amara', 'species', 'amara transberingiensis')
('genus', 'amara', 'species', 'amara turbata')
('genus', 'amara', 'species', 'amara volatilis')
('genus', 'amblycheila', 'species', 'amblycheila baroni')
('genus', 'amblycheila', 'species', 'amblycheila cylindriformis')
('genus', 'amblycheila', 'species', 'amblycheila hoversoni')
('genus', 'amblycheila', 'species', 'amblycheila picolominii')
('genus', 'amblycheila', 'species', 'amblycheila schwarzi')
('genus', 'amblygnathus', 'species', 'amblygnathus evansi')
('genus', 'amblygnathus', 'species', 'amblygnathus iripennis')
('genus', 'amblygnathus', 'species', 'amblygnathus mexicanus')
('genus', 'amblygnathus', 'species', 'amblygnathus puncticollis')
('genus', 'amblygnathus', 'species', 'amblygnathus subtinctus')
('genus', 'amerinus', 'species', 'amerinus linearis')
('genus', 'amerizus', 'species', 'amerizus oblonguloides')
('genus', 'amerizus', 'species', 'amerizus oblongulus')
('genus', 'amerizus', 'species', 'amerizus spectabilis')
('genus', 'amerizus', 'species', 'amerizus utahensis')
('genus', 'amerizus', 'species', 'amerizus wingatei')
('genus', 'ameroduvalius', 'species', 'ameroduvalius jeanneli')
('genus', 'amphasia', 'species', 'amphasia interstitialis')
('genus', 'amphasia', 'species', 'amphasia sericea')
('genus', 'anatrichis', 'species', 'anatrichis minuta')
('genus', 'anatrichis', 'species', 'anatrichis oblonga')
('genus', 'anaulacus', 'species', 'anaulacus ciliatus')
('genus', 'anaulacus', 'species', 'anaulacus opaculus')
('genus', 'anchomenus', 'species', 'anchomenus aeneolus')
('genus', 'anchomenus', 'species', 'anchomenus funebris')
('genus', 'anchomenus', 'species', 'anchomenus quadratus')
('genus', 'anchonoderus', 'species', 'anchonoderus quadrinotatus')
('genus', 'anchonoderus', 'species', 'anchonoderus schaefferi')
('genus', 'anillaspis', 'species', 'anillaspis caseyi')
('genus', 'anillaspis', 'species', 'anillaspis explanata')
('genus', 'anillinus', 'species', 'anillinus affabilis')
('genus', 'anillinus', 'species', 'anillinus aleyae')
('genus', 'anillinus', 'species', 'anillinus balli')
('genus', 'anillinus', 'species', 'anillinus barberi')
('genus', 'anillinus', 'species', 'anillinus barri')
('genus', 'anillinus', 'species', 'anillinus campbelli')
('genus', 'anillinus', 'species', 'anillinus carltoni')
('genus', 'anillinus', 'species', 'anillinus chandleri')
('genus', 'anillinus', 'species', 'anillinus cherokee')
('genus', 'anillinus', 'species', 'anillinus chilhowee')
('genus', 'anillinus', 'species', 'anillinus cieglerae')
('genus', 'anillinus', 'species', 'anillinus cornelli')
('genus', 'anillinus', 'species', 'anillinus daggyi')
('genus', 'anillinus', 'species', 'anillinus depressus')
('genus', 'anillinus', 'species', 'anillinus docwatsoni')
('genus', 'anillinus', 'species', 'anillinus dohrni')
('genus', 'anillinus', 'species', 'anillinus elongatus')
('genus', 'anillinus', 'species', 'anillinus erwini')
('genus', 'anillinus', 'species', 'anillinus folkertsi')
('genus', 'anillinus', 'species', 'anillinus fortis')
('genus', 'anillinus', 'species', 'anillinus gimmeli')
('genus', 'anillinus', 'species', 'anillinus indianae')
('genus', 'anillinus', 'species', 'anillinus juliae')
('genus', 'anillinus', 'species', 'anillinus kovariki')
('genus', 'anillinus', 'species', 'anillinus langdoni')
('genus', 'anillinus', 'species', 'anillinus lescheni')
('genus', 'anillinus', 'species', 'anillinus longiceps')
('genus', 'anillinus', 'species', 'anillinus loweae')
('genus', 'anillinus', 'species', 'anillinus magazinensis')
('genus', 'anillinus', 'species', 'anillinus merritti')
('genus', 'anillinus', 'species', 'anillinus moseleyae')
('genus', 'anillinus', 'species', 'anillinus murrayae')
('genus', 'anillinus', 'species', 'anillinus nantahala')
('genus', 'anillinus', 'species', 'anillinus pecki')
('genus', 'anillinus', 'species', 'anillinus pusillus')
('genus', 'anillinus', 'species', 'anillinus robisoni')
('genus', 'anillinus', 'species', 'anillinus sinuaticollis')
('genus', 'anillinus', 'species', 'anillinus sinuatus')
('genus', 'anillinus', 'species', 'anillinus smokiensis')
('genus', 'anillinus', 'species', 'anillinus steevesi')
('genus', 'anillinus', 'species', 'anillinus stephani')
('genus', 'anillinus', 'species', 'anillinus tishechkini')
('genus', 'anillinus', 'species', 'anillinus turneri')
('genus', 'anillinus', 'species', 'anillinus unicoi')
('genus', 'anillinus', 'species', 'anillinus valentinei')
('genus', 'anillinus', 'species', 'anillinus virginiae')
('genus', 'anillodes', 'species', 'anillodes debilis')
('genus', 'anillodes', 'species', 'anillodes minutus')
('genus', 'anillodes', 'species', 'anillodes walkeri')
('genus', 'anisodactylus', 'species', 'anisodactylus agricola')
('genus', 'anisodactylus', 'species', 'anisodactylus alternans')
('genus', 'anisodactylus', 'species', 'anisodactylus amaroides')
('genus', 'anisodactylus', 'species', 'anisodactylus anthracinus')
('genus', 'anisodactylus', 'species', 'anisodactylus binotatus')
('genus', 'anisodactylus', 'species', 'anisodactylus caenus')
('genus', 'anisodactylus', 'species', 'anisodactylus californicus')
('genus', 'anisodactylus', 'species', 'anisodactylus carbonarius')
('genus', 'anisodactylus', 'species', 'anisodactylus consobrinus')
('genus', 'anisodactylus', 'species', 'anisodactylus darlingtoni')
('genus', 'anisodactylus', 'species', 'anisodactylus discoideus')
('genus', 'anisodactylus', 'species', 'anisodactylus dulcicollis')
('genus', 'anisodactylus', 'species', 'anisodactylus furvus')
('genus', 'anisodactylus', 'species', 'anisodactylus haplomus')
('genus', 'anisodactylus', 'species', 'anisodactylus harpaloides')
('genus', 'anisodactylus', 'species', 'anisodactylus harrisii')
('genus', 'anisodactylus', 'species', 'anisodactylus kirbyi')
('genus', 'anisodactylus', 'species', 'anisodactylus laetus')
('genus', 'anisodactylus', 'species', 'anisodactylus lodingi')
